datetime,symbol,open,high,low,close,volume
2025-03-19 02:30:00,FOREXCOM:XAUUSD,3034.7,3035.115,3034.54,3034.845,0.0
2025-03-19 02:31:00,FOREXCOM:XAUUSD,3034.845,3034.93,3034.725,3034.725,0.0
2025-03-19 02:32:00,FOREXCOM:XAUUSD,3034.725,3034.78,3034.475,3034.48,0.0
2025-03-19 02:33:00,FOREXCOM:XAUUSD,3034.48,3034.555,3033.805,3034.405,0.0
2025-03-19 02:34:00,FOREXCOM:XAUUSD,3034.405,3034.645,3034.315,3034.585,0.0
2025-03-19 02:35:00,FOREXCOM:XAUUSD,3034.585,3034.68,3034.23,3034.265,0.0
2025-03-19 02:36:00,FOREXCOM:XAUUSD,3034.265,3034.375,3034.265,3034.355,0.0
2025-03-19 02:37:00,FOREXCOM:XAUUSD,3034.355,3034.425,3034.145,3034.19,0.0
2025-03-19 02:38:00,FOREXCOM:XAUUSD,3034.19,3034.23,3033.65,3033.675,0.0
2025-03-19 02:39:00,FOREXCOM:XAUUSD,3033.675,3034.26,3033.425,3034.26,0.0
